index,Total Line Failures,Maximum failed line capacity,Load shed from previous step,Difference in Load Shed,Load,Steady State,Capacity of Failed Ones,Capacity of Failed Ones 2,Failed Line Index,Capacity of Failed One,Time of Failure Event,Accumulation of Failed Capacities,Demand-Loadshed Difference,Generation,Region 0 Failures,Region 1 Failures,Region 2 Failures,Region 3 Failures,Region 4 Failures,Region 5 Failures,Region 0 Topological Factor,Region 1 Topological Factor,Region 2 Topological Factor,Region 3 Topological Factor,Region 4 Topological Factor,Region 5 Topological Factor,Mean of T,Variance of T,Region of Failure
10,10,0,-1.0,-1.0,9467.890000000005,8,50.0,800.0,137,50.0,8572.0,1650,895.8900000000049,1821.9531060057116,0,3,2,1,2,2,0.0,0.3,0.2,0.1,0.2,0.2,2.8,2.3600000000000003,"[2, 2, 3, 4, 1, 5, 1, 4, 1, 5]"
11,11,0,-1.0,-1.0,9467.890000000005,9,50.0,800.0,90,100.0,8548.0,1750,919.8900000000049,1821.9109086293474,0,3,2,2,2,2,0.0,0.2727272727272727,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,2.8181818181818183,2.1487603305785123,"[2, 2, 3, 4, 1, 5, 1, 4, 1, 5, 3]"
12,12,0,-1.0,-1.0,9467.890000000005,10,50.0,800.0,142,50.0,8549.0,1800,918.8900000000049,1821.911013192236,0,3,2,2,2,3,0.0,0.25,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.25,3.0,2.333333333333332,"[2, 2, 3, 4, 1, 5, 1, 4, 1, 5, 3, 5]"
13,13,0,-1.0,-1.0,9467.890000000005,11,50.0,800.0,107,50.0,8674.0,1850,793.8900000000049,1780.8196905062127,0,3,2,3,2,3,0.0,0.23076923076923078,0.15384615384615385,0.23076923076923078,0.15384615384615385,0.23076923076923078,3.0,2.1538461538461533,"[2, 2, 3, 4, 1, 5, 1, 4, 1, 5, 3, 5, 3]"
14,14,0,-1.0,-1.0,9467.890000000005,12,50.0,800.0,141,200.0,8677.0,2050,790.8900000000049,1785.0024788507376,0,3,2,3,2,4,0.0,0.21428571428571427,0.14285714285714285,0.21428571428571427,0.14285714285714285,0.2857142857142857,3.1428571428571423,2.2653061224489814,"[2, 2, 3, 4, 1, 5, 1, 4, 1, 5, 3, 5, 3, 5]"
15,15,0,-1.0,-1.0,9467.890000000005,13,50.0,800.0,139,100.0,8671.0,2150,796.8900000000049,1786.4345804409652,0,3,2,3,2,5,0.0,0.2,0.13333333333333333,0.2,0.13333333333333333,0.3333333333333333,3.2666666666666666,2.328888888888887,"[2, 2, 3, 4, 1, 5, 1, 4, 1, 5, 3, 5, 3, 5, 5]"
16,16,0,-1.0,-1.0,9467.890000000005,-1,50.0,800.0,136,50.0,8669.0,2200,798.8900000000049,1786.4345948473008,0,3,2,3,2,6,0.0,0.1875,0.125,0.1875,0.125,0.375,3.375,2.359375,"[2, 2, 3, 4, 1, 5, 1, 4, 1, 5, 3, 5, 3, 5, 5, 5]"
17,4,200,-1.0,-1.0,9467.890000000005,2,0.0,0.0,0,500.0,8551.0,500,916.8900000000049,2178.6181730969215,0,0,1,0,1,2,0.0,0.0,0.25,0.0,0.25,0.5,4.0,1.5,"[4, 2, 5, 5]"
18,5,0,-1.0,-1.0,9467.890000000005,-1,50.0,200.0,38,200.0,8610.0,700,857.8900000000049,2019.091420858782,0,1,1,0,1,2,0.0,0.2,0.2,0.0,0.2,0.4,3.4000000000000004,2.639999999999997,"[4, 2, 5, 5, 1]"
19,4,400,-1.0,-1.0,9467.890000000005,2,0.0,0.0,0,600.0,8570.0,600,897.8900000000049,2179.987065546704,1,1,0,1,1,0,0.25,0.25,0.0,0.25,0.25,0.0,2.0,2.5,"[3, 1, 4, 0]"
20,5,0,-1.0,-1.0,9467.890000000005,3,50.0,400.0,107,50.0,8919.0,650,548.8900000000049,2156.706411564248,1,1,0,2,1,0,0.2,0.2,0.0,0.4,0.2,0.0,2.2,2.1599999999999993,"[3, 1, 4, 0, 3]"
21,6,0,-1.0,-1.0,9467.890000000005,-1,50.0,400.0,38,200.0,9063.0,850,404.8900000000049,2002.4754148916813,1,2,0,2,1,0,0.16666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.16666666666666666,0.0,2.0,2.0,"[3, 1, 4, 0, 3, 1]"
22,4,200,-1.0,-1.0,9467.890000000005,2,0.0,0.0,0,450.0,8567.0,450,900.8900000000049,2176.514570774315,1,1,0,1,0,1,0.25,0.25,0.0,0.25,0.0,0.25,2.25,3.6875,"[5, 0, 1, 3]"
23,5,0,-1.0,-1.0,9467.890000000005,3,50.0,200.0,38,200.0,8747.0,650,720.8900000000049,2013.6545077507456,1,2,0,1,0,1,0.2,0.4,0.0,0.2,0.0,0.2,2.0,3.2,"[5, 0, 1, 3, 1]"
24,6,0,-1.0,-1.0,9467.890000000005,4,50.0,200.0,107,50.0,8727.0,700,740.8900000000049,2011.4920950928383,1,2,0,2,0,1,0.16666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.16666666666666666,2.1666666666666665,2.8055555555555562,"[5, 0, 1, 3, 1, 3]"
25,7,0,-1.0,-1.0,9467.890000000005,5,50.0,200.0,119,50.0,9079.0,750,388.8900000000049,2011.3669751482223,2,2,0,2,0,1,0.2857142857142857,0.2857142857142857,0.0,0.2857142857142857,0.0,0.14285714285714285,1.857142857142857,2.9795918367346936,"[5, 0, 1, 3, 1, 3, 0]"
26,8,0,-1.0,-1.0,9467.890000000005,-1,50.0,200.0,116,100.0,9078.0,850,389.8900000000049,2010.947697695922,3,2,0,2,0,1,0.375,0.25,0.0,0.25,0.0,0.125,1.625,2.984375,"[5, 0, 1, 3, 1, 3, 0, 0]"
27,4,200,-1.0,-1.0,9467.890000000005,-1,0.0,0.0,0,450.0,8641.0,450,826.8900000000049,2182.219763605457,0,0,2,0,0,2,0.0,0.0,0.5,0.0,0.0,0.5,3.5,2.25,"[2, 5, 5, 2]"
28,4,100,-1.0,-1.0,9467.890000000005,2,0.0,0.0,0,350.0,8587.0,350,880.8900000000049,2178.6449895633523,0,0,1,0,1,2,0.0,0.0,0.25,0.0,0.25,0.5,4.0,1.5,"[5, 2, 5, 4]"
29,5,0,-1.0,-1.0,9467.890000000005,3,50.0,200.0,38,200.0,8599.0,550,868.8900000000049,2019.1571449855767,0,1,1,0,1,2,0.0,0.2,0.2,0.0,0.2,0.4,3.4000000000000004,2.639999999999997,"[5, 2, 5, 4, 1]"
30,6,0,-1.0,-1.0,9467.890000000005,4,50.0,200.0,142,50.0,8599.0,600,868.8900000000049,2019.1502129329099,0,1,1,0,1,3,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.5,3.6666666666666665,2.555555555555557,"[5, 2, 5, 4, 1, 5]"
31,7,0,-1.0,-1.0,9467.890000000005,-1,50.0,200.0,138,50.0,8599.0,650,868.8900000000049,2019.1502158755143,0,1,1,0,1,4,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.5714285714285714,3.8571428571428568,2.408163265306124,"[5, 2, 5, 4, 1, 5, 5]"
32,4,400,-1.0,-1.0,9467.890000000005,2,0.0,0.0,0,650.0,8540.0,650,927.8900000000049,2135.7510273223716,0,1,0,1,2,0,0.0,0.25,0.0,0.25,0.5,0.0,3.0,1.5,"[3, 1, 4, 4]"
33,5,0,-1.0,-1.0,9467.890000000005,3,50.0,400.0,38,200.0,8556.0,850,911.8900000000049,1984.5344301413402,0,2,0,1,2,0,0.0,0.4,0.0,0.2,0.4,0.0,2.6,1.8400000000000007,"[3, 1, 4, 4, 1]"
34,6,0,-1.0,-1.0,9467.890000000005,4,50.0,400.0,33,50.0,8549.0,900,918.8900000000049,1981.0475760606685,0,3,0,1,2,0,0.0,0.5,0.0,0.16666666666666666,0.3333333333333333,0.0,2.333333333333333,1.8888888888888902,"[3, 1, 4, 4, 1, 1]"
35,7,0,-1.0,-1.0,9467.890000000005,-1,50.0,400.0,107,50.0,8568.0,950,899.8900000000049,1967.23938615299,0,3,0,2,2,0,0.0,0.42857142857142855,0.0,0.2857142857142857,0.2857142857142857,0.0,2.4285714285714284,1.6734693877551026,"[3, 1, 4, 4, 1, 1, 3]"
36,4,200,-1.0,-1.0,9467.890000000005,2,0.0,0.0,0,400.0,8566.0,400,901.8900000000049,2181.546850034096,1,0,0,0,0,3,0.25,0.0,0.0,0.0,0.0,0.75,3.75,4.6875,"[5, 5, 5, 0]"
37,5,0,-1.0,-1.0,9467.890000000005,3,50.0,200.0,38,200.0,8652.0,600,815.8900000000049,2023.4948554700277,1,1,0,0,0,3,0.2,0.2,0.0,0.0,0.0,0.6,3.2,4.959999999999997,"[5, 5, 5, 0, 1]"
38,6,0,-1.0,-1.0,9467.890000000005,4,50.0,200.0,138,50.0,8652.0,650,815.8900000000049,2023.4948559795719,1,1,0,0,0,4,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.6666666666666666,3.4999999999999996,4.583333333333336,"[5, 5, 5, 0, 1, 5]"
39,7,0,-1.0,-1.0,9467.890000000005,5,50.0,200.0,142,50.0,8652.0,700,815.8900000000049,2023.4948557186667,1,1,0,0,0,5,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.7142857142857143,3.7142857142857144,4.204081632653061,"[5, 5, 5, 0, 1, 5, 5]"
40,8,0,-1.0,-1.0,9467.890000000005,6,50.0,200.0,141,200.0,8652.0,900,815.8900000000049,2023.4948239702949,1,1,0,0,0,6,0.125,0.125,0.0,0.0,0.0,0.75,3.875,3.859375,"[5, 5, 5, 0, 1, 5, 5, 5]"
41,9,0,-1.0,-1.0,9467.890000000005,-1,50.0,200.0,139,100.0,8652.0,1000,815.8900000000049,2023.4948575233554,1,1,0,0,0,7,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.7777777777777778,4.0,3.555555555555557,"[5, 5, 5, 0, 1, 5, 5, 5, 5]"
42,4,200,-1.0,-1.0,9467.890000000005,-1,0.0,0.0,0,400.0,8596.0,400,871.8900000000049,2186.207287510224,1,0,0,0,1,2,0.25,0.0,0.0,0.0,0.25,0.5,3.5,4.25,"[0, 5, 4, 5]"
43,4,200,-1.0,-1.0,9467.890000000005,-1,0.0,0.0,0,400.0,8519.0,400,948.8900000000049,2161.63172533048,0,1,1,0,0,2,0.0,0.25,0.25,0.0,0.0,0.5,3.25,3.1875,"[5, 5, 2, 1]"
44,4,200,-1.0,-1.0,9467.890000000005,2,0.0,0.0,0,500.0,8586.0,500,881.8900000000049,2178.098236992804,0,0,1,0,1,2,0.0,0.0,0.25,0.0,0.25,0.5,4.0,1.5,"[5, 5, 2, 4]"
45,5,0,-1.0,-1.0,9467.890000000005,3,50.0,200.0,38,200.0,8603.0,700,864.8900000000049,2019.1687012821744,0,1,1,0,1,2,0.0,0.2,0.2,0.0,0.2,0.4,3.4000000000000004,2.639999999999997,"[5, 5, 2, 4, 1]"
46,6,0,-1.0,-1.0,9467.890000000005,4,50.0,200.0,138,50.0,8603.0,750,864.8900000000049,2019.1687012947114,0,1,1,0,1,3,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.5,3.6666666666666665,2.555555555555557,"[5, 5, 2, 4, 1, 5]"
47,7,0,-1.0,-1.0,9467.890000000005,5,50.0,200.0,142,50.0,8603.0,800,864.8900000000049,2019.1687011732938,0,1,1,0,1,4,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.5714285714285714,3.8571428571428568,2.408163265306124,"[5, 5, 2, 4, 1, 5, 5]"
48,8,0,-1.0,-1.0,9467.890000000005,6,50.0,200.0,141,200.0,8603.0,1000,864.8900000000049,2019.168696701617,0,1,1,0,1,5,0.0,0.125,0.125,0.0,0.125,0.625,4.0,2.25,"[5, 5, 2, 4, 1, 5, 5, 5]"
49,9,0,-1.0,-1.0,9467.890000000005,7,50.0,200.0,139,100.0,8603.0,1100,864.8900000000049,2019.1686979483584,0,1,1,0,1,6,0.0,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.6666666666666666,4.111111111111111,2.098765432098766,"[5, 5, 2, 4, 1, 5, 5, 5, 5]"
50,10,0,-1.0,-1.0,9467.890000000005,8,50.0,200.0,33,50.0,8566.0,1150,901.8900000000049,2020.9709869946819,0,2,1,0,1,6,0.0,0.2,0.1,0.0,0.1,0.6,3.8,2.76,"[5, 5, 2, 4, 1, 5, 5, 5, 5, 1]"
51,11,0,-1.0,-1.0,9467.890000000005,9,50.0,200.0,31,200.0,8606.0,1350,861.8900000000049,1872.479310090639,0,3,1,0,1,6,0.0,0.2727272727272727,0.09090909090909091,0.0,0.09090909090909091,0.5454545454545454,3.545454545454545,3.157024793388432,"[5, 5, 2, 4, 1, 5, 5, 5, 5, 1, 1]"
52,12,0,-1.0,-1.0,9467.890000000005,10,50.0,200.0,137,50.0,8604.0,1400,863.8900000000049,1872.479309839389,0,3,1,0,1,7,0.0,0.25,0.08333333333333333,0.0,0.08333333333333333,0.5833333333333334,3.666666666666667,3.0555555555555536,"[5, 5, 2, 4, 1, 5, 5, 5, 5, 1, 1, 5]"
53,13,0,-1.0,-1.0,9467.890000000005,11,50.0,200.0,50,50.0,8634.0,1450,833.8900000000049,1872.5115702175303,0,3,1,0,2,7,0.0,0.23076923076923078,0.07692307692307693,0.0,0.15384615384615385,0.5384615384615384,3.692307692307692,2.828402366863905,"[5, 5, 2, 4, 1, 5, 5, 5, 5, 1, 1, 5, 4]"
54,14,0,-1.0,-1.0,9467.890000000005,-1,50.0,200.0,107,50.0,8827.0,1500,640.8900000000049,1868.0519583248636,0,3,1,1,2,7,0.0,0.21428571428571427,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.5,3.642857142857143,2.658163265306124,"[5, 5, 2, 4, 1, 5, 5, 5, 5, 1, 1, 5, 4, 3]"
55,4,400,-1.0,-1.0,9467.890000000005,2,0.0,0.0,0,750.0,8530.0,750,937.8900000000049,2142.040347683468,0,0,1,2,0,1,0.0,0.0,0.25,0.5,0.0,0.25,3.25,1.1875,"[3, 3, 2, 5]"
56,5,0,-1.0,-1.0,9467.890000000005,3,50.0,400.0,107,50.0,8531.0,800,936.8900000000049,2103.890713735184,0,0,1,3,0,1,0.0,0.0,0.2,0.6,0.0,0.2,3.1999999999999997,0.9600000000000009,"[3, 3, 2, 5, 3]"
57,6,0,-1.0,-1.0,9467.890000000005,4,50.0,400.0,7,50.0,8515.0,850,952.8900000000049,2070.7514914505114,0,0,1,3,1,1,0.0,0.0,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,3.333333333333333,0.8888888888888911,"[3, 3, 2, 5, 3, 4]"
58,7,0,-1.0,-1.0,9467.890000000005,5,50.0,400.0,38,200.0,8490.0,1050,977.8900000000049,1939.1532056324243,0,1,1,3,1,1,0.0,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.14285714285714285,3.0,1.428571428571427,"[3, 3, 2, 5, 3, 4, 1]"
59,8,0,-1.0,-1.0,9467.890000000005,6,50.0,400.0,119,50.0,8934.0,1100,533.8900000000049,1938.450261234411,1,1,1,3,1,1,0.125,0.125,0.125,0.375,0.125,0.125,2.625,2.234375,"[3, 3, 2, 5, 3, 4, 1, 0]"
60,9,0,-1.0,-1.0,9467.890000000005,7,50.0,400.0,116,100.0,8932.0,1200,535.8900000000049,1938.5027818188933,2,1,1,3,1,1,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.1111111111111111,2.333333333333333,2.666666666666668,"[3, 3, 2, 5, 3, 4, 1, 0, 0]"
61,10,0,-1.0,-1.0,9467.890000000005,-1,50.0,400.0,33,50.0,8821.0,1250,646.8900000000049,1964.9465318590262,2,2,1,3,1,1,0.2,0.2,0.1,0.3,0.1,0.1,2.1999999999999997,2.5600000000000014,"[3, 3, 2, 5, 3, 4, 1, 0, 0, 1]"
62,4,400,-1.0,-1.0,9467.890000000005,2,0.0,0.0,0,1200.0,8513.0,1200,954.8900000000049,2147.512732933256,0,0,0,1,2,1,0.0,0.0,0.0,0.25,0.5,0.25,4.0,0.5,"[5, 3, 4, 4]"
63,5,0,-1.0,-1.0,9467.890000000005,3,50.0,400.0,7,50.0,8511.0,1250,956.8900000000049,2086.509669889078,0,0,0,1,3,1,0.0,0.0,0.0,0.2,0.6,0.2,4.0,0.3999999999999986,"[5, 3, 4, 4, 4]"
64,6,0,-1.0,-1.0,9467.890000000005,4,50.0,400.0,38,200.0,8530.0,1450,937.8900000000049,1966.563590678558,0,1,0,1,3,1,0.0,0.16666666666666666,0.0,0.16666666666666666,0.5,0.16666666666666666,3.5,1.5833333333333321,"[5, 3, 4, 4, 4, 1]"
65,7,0,-1.0,-1.0,9467.890000000005,5,50.0,400.0,142,50.0,8529.0,1500,938.8900000000049,1966.5625138823982,0,1,0,1,3,2,0.0,0.14285714285714285,0.0,0.14285714285714285,0.42857142857142855,0.2857142857142857,3.714285714285714,1.6326530612244898,"[5, 3, 4, 4, 4, 1, 5]"
66,8,0,-1.0,-1.0,9467.890000000005,6,50.0,400.0,107,50.0,8532.0,1550,935.8900000000049,1949.3548047194386,0,1,0,2,3,2,0.0,0.125,0.0,0.25,0.375,0.25,3.625,1.484375,"[5, 3, 4, 4, 4, 1, 5, 3]"
67,9,0,-1.0,-1.0,9467.890000000005,7,50.0,400.0,119,50.0,9043.0,1600,424.8900000000049,1955.6352516731085,1,1,0,2,3,2,0.1111111111111111,0.1111111111111111,0.0,0.2222222222222222,0.3333333333333333,0.2222222222222222,3.222222222222222,2.6172839506172867,"[5, 3, 4, 4, 4, 1, 5, 3, 0]"
68,10,0,-1.0,-1.0,9467.890000000005,8,50.0,400.0,116,100.0,9054.0,1700,413.8900000000049,1956.832435642174,2,1,0,2,3,2,0.2,0.1,0.0,0.2,0.3,0.2,2.9,3.289999999999999,"[5, 3, 4, 4, 4, 1, 5, 3, 0, 0]"
69,11,0,-1.0,-1.0,9467.890000000005,9,50.0,400.0,43,50.0,8933.0,1750,534.8900000000049,1967.998490319251,2,2,0,2,3,2,0.18181818181818182,0.18181818181818182,0.0,0.18181818181818182,0.2727272727272727,0.18181818181818182,2.7272727272727275,3.289256198347106,"[5, 3, 4, 4, 4, 1, 5, 3, 0, 0, 1]"
70,12,0,-1.0,-1.0,9467.890000000005,-1,50.0,400.0,138,50.0,8933.0,1800,534.8900000000049,1967.9953095032272,2,2,0,2,3,3,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.25,0.25,2.9166666666666665,3.409722222222225,"[5, 3, 4, 4, 4, 1, 5, 3, 0, 0, 1, 5]"
71,4,100,-1.0,-1.0,9467.890000000005,2,0.0,0.0,0,300.0,8655.0,300,812.8900000000049,2187.046215895622,0,0,2,1,1,0,0.0,0.0,0.5,0.25,0.25,0.0,2.75,0.6875,"[2, 2, 4, 3]"
72,5,0,-1.0,-1.0,9467.890000000005,3,50.0,200.0,38,200.0,8658.0,500,809.8900000000049,2024.034725049391,0,1,2,1,1,0,0.0,0.2,0.4,0.2,0.2,0.0,2.4000000000000004,1.0399999999999991,"[2, 2, 4, 3, 1]"
73,6,0,-1.0,-1.0,9467.890000000005,4,50.0,200.0,107,50.0,8674.0,550,793.8900000000049,2019.770350812097,0,1,2,2,1,0,0.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,2.5,0.9166666666666661,"[2, 2, 4, 3, 1, 3]"
74,7,0,-1.0,-1.0,9467.890000000005,5,50.0,200.0,119,50.0,9079.0,600,388.8900000000049,2018.283183837843,1,1,2,2,1,0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.0,2.1428571428571423,1.551020408163267,"[2, 2, 4, 3, 1, 3, 0]"
75,8,0,-1.0,-1.0,9467.890000000005,6,50.0,200.0,116,100.0,9077.0,700,390.8900000000049,2018.5692660658763,2,1,2,2,1,0,0.25,0.125,0.25,0.25,0.125,0.0,1.875,1.859375,"[2, 2, 4, 3, 1, 3, 0, 0]"
76,9,0,-1.0,-1.0,9467.890000000005,7,50.0,200.0,87,50.0,9077.0,750,390.8900000000049,2018.5597668941598,2,1,3,2,1,0,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.0,1.8888888888888886,1.6543209876543221,"[2, 2, 4, 3, 1, 3, 0, 0, 2]"
77,10,0,-1.0,-1.0,9467.890000000005,8,50.0,200.0,138,50.0,9077.0,800,390.8900000000049,2018.5598175967464,2,1,3,2,1,1,0.2,0.1,0.3,0.2,0.1,0.1,2.2,2.3599999999999994,"[2, 2, 4, 3, 1, 3, 0, 0, 2, 5]"
78,11,0,-1.0,-1.0,9467.890000000005,9,50.0,200.0,142,50.0,9078.0,850,389.8900000000049,2018.5832479887856,2,1,3,2,1,2,0.18181818181818182,0.09090909090909091,0.2727272727272727,0.18181818181818182,0.09090909090909091,0.18181818181818182,2.4545454545454546,2.793388429752068,"[2, 2, 4, 3, 1, 3, 0, 0, 2, 5, 5]"
79,12,0,-1.0,-1.0,9467.890000000005,-1,50.0,200.0,141,200.0,9106.0,1050,361.8900000000049,2018.51859053228,2,1,3,2,1,3,0.16666666666666666,0.08333333333333333,0.25,0.16666666666666666,0.08333333333333333,0.25,2.666666666666667,3.0555555555555536,"[2, 2, 4, 3, 1, 3, 0, 0, 2, 5, 5, 5]"
80,4,100,-1.0,-1.0,9467.890000000005,-1,0.0,0.0,0,350.0,8535.0,350,932.8900000000049,2170.09201708369,0,0,0,1,0,3,0.0,0.0,0.0,0.25,0.0,0.75,4.5,0.75,"[5, 3, 5, 5]"
81,4,200,-1.0,-1.0,9467.890000000005,2,0.0,0.0,0,500.0,8623.0,500,844.8900000000049,2183.7153232304586,0,1,1,0,2,0,0.0,0.25,0.25,0.0,0.5,0.0,2.75,1.6875,"[4, 1, 2, 4]"
82,5,0,-1.0,-1.0,9467.890000000005,3,50.0,200.0,38,200.0,8677.0,700,790.8900000000049,2013.0344511997366,0,2,1,0,2,0,0.0,0.4,0.2,0.0,0.4,0.0,2.4000000000000004,1.839999999999999,"[4, 1, 2, 4, 1]"
83,6,0,-1.0,-1.0,9467.890000000005,4,50.0,200.0,107,50.0,8677.0,750,790.8900000000049,2010.8665532022246,0,2,1,1,2,0,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,2.5,1.583333333333333,"[4, 1, 2, 4, 1, 3]"
84,7,0,-1.0,-1.0,9467.890000000005,5,50.0,200.0,33,50.0,8932.0,800,535.8900000000049,1994.712652596552,0,3,1,1,2,0,0.0,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,2.2857142857142856,1.6326530612244898,"[4, 1, 2, 4, 1, 3, 1]"
85,8,0,-1.0,-1.0,9467.890000000005,6,50.0,200.0,119,50.0,8958.0,850,509.8900000000049,2037.450253871549,1,3,1,1,2,0,0.125,0.375,0.125,0.125,0.25,0.0,2.0,2.0,"[4, 1, 2, 4, 1, 3, 1, 0]"
86,9,0,-1.0,-1.0,9467.890000000005,7,50.0,200.0,9,50.0,9000.0,900,467.8900000000049,1987.8747632035788,1,3,1,1,3,0,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.0,2.2222222222222223,2.1728395061728385,"[4, 1, 2, 4, 1, 3, 1, 0, 4]"
87,10,0,-1.0,-1.0,9467.890000000005,8,50.0,200.0,31,200.0,8974.0,1100,493.8900000000049,1818.419808480809,1,4,1,1,3,0,0.1,0.4,0.1,0.1,0.3,0.0,2.1,2.09,"[4, 1, 2, 4, 1, 3, 1, 0, 4, 1]"
88,11,0,-1.0,-1.0,9467.890000000005,-1,50.0,200.0,116,100.0,9026.0,1200,441.8900000000049,1818.7075427602636,2,4,1,1,3,0,0.18181818181818182,0.36363636363636365,0.09090909090909091,0.09090909090909091,0.2727272727272727,0.0,1.909090909090909,2.264462809917355,"[4, 1, 2, 4, 1, 3, 1, 0, 4, 1, 0]"
89,4,200,-1.0,-1.0,9467.890000000005,-1,0.0,0.0,0,450.0,8599.0,450,868.8900000000049,2175.6805533906086,1,1,0,0,0,2,0.25,0.25,0.0,0.0,0.0,0.5,2.75,5.1875,"[1, 5, 0, 5]"
