index,Total Line Failures,Maximum failed line capacity,Load shed from previous step,Difference in Load Shed,Load,Steady State,Capacity of Failed Ones,Capacity of Failed Ones 2,Failed Line Index,Capacity of Failed One,Time of Failure Event,Accumulation of Failed Capacities,Demand-Loadshed Difference,Generation,Region 0 Failures,Region 1 Failures,Region 2 Failures,Region 3 Failures,Region 4 Failures,Region 5 Failures,Region 0 Topological Factor,Region 1 Topological Factor,Region 2 Topological Factor,Region 3 Topological Factor,Region 4 Topological Factor,Region 5 Topological Factor,Mean of T,Variance of T,Region of Failure
18,3,0,-1.0,-1.0,7972.960000000003,-1,50.0,200.0,38,200.0,7096.0,300,876.9600000000028,2007.2241833309292,0,1,1,0,1,0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,2.333333333333333,1.5555555555555571,"[4, 2, 1]"
19,2,400,-1.0,-1.0,7972.960000000003,2,0.0,0.0,0,450.0,7087.0,450,885.9600000000028,2160.562376863194,0,1,0,1,0,0,0.0,0.5,0.0,0.5,0.0,0.0,2.0,1.0,"[3, 1]"
20,3,0,-1.0,-1.0,7972.960000000003,3,50.0,400.0,50,50.0,7092.0,500,880.9600000000028,2160.0744603783232,0,1,0,1,1,0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,2.6666666666666665,1.5555555555555554,"[3, 1, 4]"
21,4,0,-1.0,-1.0,7972.960000000003,-1,50.0,400.0,90,100.0,7087.0,600,885.9600000000028,2158.847646813264,0,1,0,2,1,0,0.0,0.25,0.0,0.5,0.25,0.0,2.75,1.1875,"[3, 1, 4, 3]"
22,2,200,-1.0,-1.0,7972.960000000003,2,0.0,0.0,0,300.0,7078.0,300,894.9600000000028,2129.0307696194727,1,0,0,0,0,1,0.5,0.0,0.0,0.0,0.0,0.5,2.5,6.25,"[5, 0]"
23,3,0,-1.0,-1.0,7972.960000000003,3,100.0,200.0,38,200.0,7124.0,500,848.9600000000028,2009.1379206739266,1,1,0,0,0,1,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,1.9999999999999998,4.666666666666667,"[5, 0, 1]"
24,4,0,-1.0,-1.0,7972.960000000003,4,50.0,200.0,33,50.0,7156.0,550,816.9600000000028,2008.8467467280852,1,2,0,0,0,1,0.25,0.5,0.0,0.0,0.0,0.25,1.75,3.6875,"[5, 0, 1, 1]"
25,5,0,-1.0,-1.0,7972.960000000003,5,50.0,200.0,9,50.0,7165.0,600,807.9600000000028,1965.514015415286,1,2,0,0,1,1,0.2,0.4,0.0,0.0,0.2,0.2,2.2,3.759999999999999,"[5, 0, 1, 1, 4]"
26,6,0,-1.0,-1.0,7972.960000000003,-1,50.0,200.0,107,50.0,7315.0,650,657.9600000000028,1921.140271599599,1,2,0,1,1,1,0.16666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,2.333333333333333,3.222222222222223,"[5, 0, 1, 1, 4, 3]"
27,2,100,-1.0,-1.0,7972.960000000003,-1,0.0,0.0,0,150.0,7152.0,150,820.9600000000028,2125.4121133550334,0,0,1,0,0,1,0.0,0.0,0.5,0.0,0.0,0.5,3.5,2.25,"[2, 5]"
28,2,100,-1.0,-1.0,7972.960000000003,2,0.0,0.0,0,150.0,7090.0,150,882.9600000000028,2129.7079711847073,0,0,1,0,0,1,0.0,0.0,0.5,0.0,0.0,0.5,3.5,2.25,"[5, 2]"
29,3,0,-1.0,-1.0,7972.960000000003,3,50.0,100.0,107,50.0,7107.0,200,865.9600000000028,2110.5190768202865,0,0,1,1,0,1,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,3.333333333333333,1.5555555555555554,"[5, 2, 3]"
30,4,0,-1.0,-1.0,7972.960000000003,4,50.0,100.0,7,50.0,7104.0,250,868.9600000000028,2082.7749821573607,0,0,1,1,1,1,0.0,0.0,0.25,0.25,0.25,0.25,3.5,1.25,"[5, 2, 3, 4]"
31,5,0,-1.0,-1.0,7972.960000000003,-1,50.0,200.0,38,200.0,7113.0,450,859.9600000000028,1944.5667931195437,0,1,1,1,1,1,0.0,0.2,0.2,0.2,0.2,0.2,3.0,2.0,"[5, 2, 3, 4, 1]"
32,2,400,-1.0,-1.0,7972.960000000003,2,0.0,0.0,0,500.0,7084.0,500,888.9600000000028,2052.702539369942,0,1,0,1,0,0,0.0,0.5,0.0,0.5,0.0,0.0,2.0,1.0,"[3, 1]"
33,3,0,-1.0,-1.0,7972.960000000003,3,50.0,400.0,33,50.0,7113.0,550,859.9600000000028,2154.1643207303555,0,2,0,1,0,0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,1.6666666666666665,0.8888888888888893,"[3, 1, 1]"
34,4,0,-1.0,-1.0,7972.960000000003,4,50.0,400.0,38,200.0,7098.0,750,874.9600000000028,1952.6710877321534,0,3,0,1,0,0,0.0,0.75,0.0,0.25,0.0,0.0,1.5,0.75,"[3, 1, 1, 1]"
35,5,0,-1.0,-1.0,7972.960000000003,-1,50.0,400.0,31,200.0,7115.0,950,857.9600000000028,1825.568727594893,0,4,0,1,0,0,0.0,0.8,0.0,0.2,0.0,0.0,1.4000000000000001,0.6399999999999997,"[3, 1, 1, 1, 1]"
36,2,50,-1.0,-1.0,7972.960000000003,2,0.0,0.0,0,100.0,7081.0,100,891.9600000000028,2139.560503731461,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,"[5, 5]"
37,3,0,-1.0,-1.0,7972.960000000003,3,50.0,50.0,107,50.0,7114.0,150,858.9600000000028,2112.64732172245,0,0,0,1,0,2,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,4.333333333333333,0.8888888888888893,"[5, 5, 3]"
38,4,0,-1.0,-1.0,7972.960000000003,4,50.0,200.0,38,200.0,7085.0,350,887.9600000000028,1995.3069179242025,0,1,0,1,0,2,0.0,0.25,0.0,0.25,0.0,0.5,3.5,2.75,"[5, 5, 3, 1]"
39,5,0,-1.0,-1.0,7972.960000000003,5,50.0,200.0,33,50.0,7177.0,400,795.9600000000028,1961.0429104037846,0,2,0,1,0,2,0.0,0.4,0.0,0.2,0.0,0.4,3.0,3.1999999999999993,"[5, 5, 3, 1, 1]"
40,6,0,-1.0,-1.0,7972.960000000003,6,50.0,200.0,31,200.0,7315.0,600,657.9600000000028,1829.1192904337959,0,3,0,1,0,2,0.0,0.5,0.0,0.16666666666666666,0.0,0.3333333333333333,2.6666666666666665,3.2222222222222214,"[5, 5, 3, 1, 1, 1]"
41,7,0,-1.0,-1.0,7972.960000000003,-1,50.0,200.0,6,50.0,7375.0,650,597.9600000000028,1798.53975261873,0,3,0,1,1,2,0.0,0.42857142857142855,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,2.8571428571428568,2.979591836734695,"[5, 5, 3, 1, 1, 1, 4]"
42,2,50,-1.0,-1.0,7972.960000000003,-1,0.0,0.0,0,100.0,7083.0,100,889.9600000000028,2150.0669414236168,1,0,0,0,0,1,0.5,0.0,0.0,0.0,0.0,0.5,2.5,6.25,"[0, 5]"
43,2,50,-1.0,-1.0,7972.960000000003,-1,0.0,0.0,0,100.0,7082.0,100,890.9600000000028,2138.710732735135,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,"[5, 5]"
44,2,200,-1.0,-1.0,7972.960000000003,2,0.0,0.0,0,250.0,7082.0,250,890.9600000000028,2138.3907877440756,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,"[5, 5]"
45,3,0,-1.0,-1.0,7972.960000000003,3,50.0,200.0,107,50.0,7110.0,300,862.9600000000028,2111.970653932391,0,0,0,1,0,2,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,4.333333333333333,0.8888888888888893,"[5, 5, 3]"
46,4,0,-1.0,-1.0,7972.960000000003,4,50.0,200.0,38,200.0,7087.0,500,885.9600000000028,1995.0725613627494,0,1,0,1,0,2,0.0,0.25,0.0,0.25,0.0,0.5,3.5,2.75,"[5, 5, 3, 1]"
47,5,0,-1.0,-1.0,7972.960000000003,5,50.0,200.0,138,50.0,7088.0,550,884.9600000000028,1995.0279240054701,0,1,0,1,0,3,0.0,0.2,0.0,0.2,0.0,0.6,3.8,2.5600000000000005,"[5, 5, 3, 1, 5]"
48,6,0,-1.0,-1.0,7972.960000000003,6,50.0,200.0,43,50.0,7098.0,600,874.9600000000028,2007.853477856144,0,2,0,1,0,3,0.0,0.3333333333333333,0.0,0.16666666666666666,0.0,0.5,3.333333333333333,3.222222222222225,"[5, 5, 3, 1, 5, 1]"
49,7,0,-1.0,-1.0,7972.960000000003,7,50.0,200.0,142,50.0,7099.0,650,873.9600000000028,2008.7716527603504,0,2,0,1,0,4,0.0,0.2857142857142857,0.0,0.14285714285714285,0.0,0.5714285714285714,3.571428571428571,3.1020408163265305,"[5, 5, 3, 1, 5, 1, 5]"
50,8,0,-1.0,-1.0,7972.960000000003,8,50.0,200.0,137,50.0,7101.0,700,871.9600000000028,2011.334351951433,0,2,0,1,0,5,0.0,0.25,0.0,0.125,0.0,0.625,3.75,2.9375,"[5, 5, 3, 1, 5, 1, 5, 5]"
51,9,0,-1.0,-1.0,7972.960000000003,9,50.0,200.0,119,50.0,7370.0,750,602.9600000000028,2016.9828117791915,1,2,0,1,0,5,0.1111111111111111,0.2222222222222222,0.0,0.1111111111111111,0.0,0.5555555555555556,3.333333333333333,4.000000000000002,"[5, 5, 3, 1, 5, 1, 5, 5, 0]"
52,10,0,-1.0,-1.0,7972.960000000003,10,50.0,200.0,152,50.0,7369.0,800,603.9600000000028,2017.0489306952622,1,2,0,1,0,6,0.1,0.2,0.0,0.1,0.0,0.6,3.5,3.8500000000000014,"[5, 5, 3, 1, 5, 1, 5, 5, 0, 5]"
53,11,0,-1.0,-1.0,7972.960000000003,11,50.0,200.0,116,100.0,7369.0,900,603.9600000000028,2017.098656313539,2,2,0,1,0,6,0.18181818181818182,0.18181818181818182,0.0,0.09090909090909091,0.0,0.5454545454545454,3.1818181818181817,4.512396694214875,"[5, 5, 3, 1, 5, 1, 5, 5, 0, 5, 0]"
54,12,0,-1.0,-1.0,7972.960000000003,-1,50.0,200.0,33,50.0,7311.0,950,661.9600000000028,1998.8707900170898,2,3,0,1,0,6,0.16666666666666666,0.25,0.0,0.08333333333333333,0.0,0.5,3.0,4.5,"[5, 5, 3, 1, 5, 1, 5, 5, 0, 5, 0, 1]"
55,2,400,-1.0,-1.0,7972.960000000003,2,0.0,0.0,0,500.0,7049.0,500,923.9600000000028,2015.9470191831542,0,0,0,2,0,0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,"[3, 3]"
56,3,0,-1.0,-1.0,7972.960000000003,3,100.0,400.0,38,200.0,7084.0,700,888.9600000000028,1987.2416664629252,0,1,0,2,0,0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,2.3333333333333335,0.8888888888888875,"[3, 3, 1]"
57,4,0,-1.0,-1.0,7972.960000000003,4,50.0,400.0,33,50.0,7077.0,750,895.9600000000028,1925.2581220384511,0,2,0,2,0,0,0.0,0.5,0.0,0.5,0.0,0.0,2.0,1.0,"[3, 3, 1, 1]"
58,5,0,-1.0,-1.0,7972.960000000003,5,50.0,400.0,31,200.0,7128.0,950,844.9600000000028,1825.1439679640666,0,3,0,2,0,0,0.0,0.6,0.0,0.4,0.0,0.0,1.8000000000000003,0.9599999999999991,"[3, 3, 1, 1, 1]"
59,6,0,-1.0,-1.0,7972.960000000003,6,50.0,400.0,87,50.0,7123.0,1000,849.9600000000028,1825.1392830737802,0,3,1,2,0,0,0.0,0.5,0.16666666666666666,0.3333333333333333,0.0,0.0,1.8333333333333333,0.8055555555555554,"[3, 3, 1, 1, 1, 2]"
60,7,0,-1.0,-1.0,7972.960000000003,7,50.0,400.0,98,50.0,7200.0,1050,772.9600000000028,1800.179887372308,0,3,2,2,0,0,0.0,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.0,0.0,1.8571428571428572,0.6938775510204076,"[3, 3, 1, 1, 1, 2, 2]"
61,8,0,-1.0,-1.0,7972.960000000003,-1,50.0,400.0,138,50.0,7200.0,1100,772.9600000000028,1800.0992364681908,0,3,2,2,0,1,0.0,0.375,0.25,0.25,0.0,0.125,2.25,1.6875,"[3, 3, 1, 1, 1, 2, 2, 5]"
62,2,400,-1.0,-1.0,7972.960000000003,2,0.0,0.0,0,800.0,7052.0,800,920.9600000000028,2046.0774465368345,0,0,0,1,0,1,0.0,0.0,0.0,0.5,0.0,0.5,4.0,1.0,"[5, 3]"
63,3,0,-1.0,-1.0,7972.960000000003,3,100.0,400.0,90,100.0,7056.0,900,916.9600000000028,2032.0657357631426,0,0,0,2,0,1,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,3.6666666666666665,0.8888888888888893,"[5, 3, 3]"
64,4,0,-1.0,-1.0,7972.960000000003,4,50.0,400.0,137,50.0,7056.0,950,916.9600000000028,2030.9291984553895,0,0,0,2,0,2,0.0,0.0,0.0,0.5,0.0,0.5,4.0,1.0,"[5, 3, 3, 5]"
65,5,0,-1.0,-1.0,7972.960000000003,5,50.0,400.0,98,50.0,7095.0,1000,877.9600000000028,2025.8539977189446,0,0,1,2,0,2,0.0,0.0,0.2,0.4,0.0,0.4,3.6,1.4399999999999995,"[5, 3, 3, 5, 2]"
66,6,0,-1.0,-1.0,7972.960000000003,6,50.0,400.0,138,50.0,7094.0,1050,878.9600000000028,2027.0223919148366,0,0,1,2,0,3,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0,0.5,3.833333333333333,1.472222222222225,"[5, 3, 3, 5, 2, 5]"
67,7,0,-1.0,-1.0,7972.960000000003,7,50.0,400.0,87,50.0,7086.0,1100,886.9600000000028,2026.7227777508515,0,0,2,2,0,3,0.0,0.0,0.2857142857142857,0.2857142857142857,0.0,0.42857142857142855,3.571428571428571,1.6734693877551017,"[5, 3, 3, 5, 2, 5, 2]"
68,8,0,-1.0,-1.0,7972.960000000003,8,50.0,400.0,142,50.0,7086.0,1150,886.9600000000028,2026.419936986261,0,0,2,2,0,4,0.0,0.0,0.25,0.25,0.0,0.5,3.75,1.6875,"[5, 3, 3, 5, 2, 5, 2, 5]"
69,9,0,-1.0,-1.0,7972.960000000003,9,50.0,400.0,7,50.0,7093.0,1200,879.9600000000028,2014.3286635629258,0,0,2,2,1,4,0.0,0.0,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.4444444444444444,3.7777777777777777,1.5061728395061724,"[5, 3, 3, 5, 2, 5, 2, 5, 4]"
70,10,0,-1.0,-1.0,7972.960000000003,-1,50.0,400.0,107,50.0,7045.0,1250,927.9600000000028,1922.7247137723857,0,0,2,3,1,4,0.0,0.0,0.2,0.3,0.1,0.4,3.6999999999999997,1.410000000000002,"[5, 3, 3, 5, 2, 5, 2, 5, 4, 3]"
71,2,100,-1.0,-1.0,7972.960000000003,2,0.0,0.0,0,150.0,7169.0,150,803.9600000000028,2132.398075907595,0,0,2,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,"[2, 2]"
72,3,0,-1.0,-1.0,7972.960000000003,3,50.0,100.0,107,50.0,7112.0,200,860.9600000000028,2088.8483286154487,0,0,2,1,0,0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,2.333333333333333,0.2222222222222232,"[2, 2, 3]"
73,4,0,-1.0,-1.0,7972.960000000003,4,50.0,100.0,98,50.0,7275.0,250,697.9600000000028,2138.464474200405,0,0,3,1,0,0,0.0,0.0,0.75,0.25,0.0,0.0,2.25,0.1875,"[2, 2, 3, 2]"
74,5,0,-1.0,-1.0,7972.960000000003,5,50.0,100.0,119,50.0,7285.0,300,687.9600000000028,2158.5899905414853,1,0,3,1,0,0,0.2,0.0,0.6,0.2,0.0,0.0,1.8,0.96,"[2, 2, 3, 2, 0]"
75,6,0,-1.0,-1.0,7972.960000000003,6,50.0,100.0,116,100.0,7284.0,400,688.9600000000028,2155.363407409321,2,0,3,1,0,0,0.3333333333333333,0.0,0.5,0.16666666666666666,0.0,0.0,1.5,1.25,"[2, 2, 3, 2, 0, 0]"
76,7,0,-1.0,-1.0,7972.960000000003,7,50.0,100.0,128,100.0,7281.0,500,691.9600000000028,2150.908023085584,3,0,3,1,0,0,0.42857142857142855,0.0,0.42857142857142855,0.14285714285714285,0.0,0.0,1.2857142857142856,1.3469387755102045,"[2, 2, 3, 2, 0, 0, 0]"
77,8,0,-1.0,-1.0,7972.960000000003,8,50.0,100.0,108,50.0,7360.0,550,612.9600000000028,2152.204006675978,4,0,3,1,0,0,0.5,0.0,0.375,0.125,0.0,0.0,1.125,1.359375,"[2, 2, 3, 2, 0, 0, 0, 0]"
78,9,0,-1.0,-1.0,7972.960000000003,9,50.0,100.0,9,50.0,7352.0,600,620.9600000000028,2140.5844392663694,4,0,3,1,1,0,0.4444444444444444,0.0,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,1.4444444444444444,2.024691358024691,"[2, 2, 3, 2, 0, 0, 0, 0, 4]"
79,10,0,-1.0,-1.0,7972.960000000003,-1,50.0,100.0,105,50.0,7192.0,650,780.9600000000028,2141.0726810890314,4,0,4,1,1,0,0.4,0.0,0.4,0.1,0.1,0.0,1.5,1.8499999999999996,"[2, 2, 3, 2, 0, 0, 0, 0, 4, 2]"
80,2,100,-1.0,-1.0,7972.960000000003,-1,0.0,0.0,0,200.0,7094.0,200,878.9600000000028,2115.265922874477,0,0,0,1,0,1,0.0,0.0,0.0,0.5,0.0,0.5,4.0,1.0,"[5, 3]"
81,2,200,-1.0,-1.0,7972.960000000003,2,0.0,0.0,0,250.0,7117.0,250,855.9600000000028,2138.3907878450887,0,1,0,0,1,0,0.0,0.5,0.0,0.0,0.5,0.0,2.5,2.25,"[4, 1]"
82,3,0,-1.0,-1.0,7972.960000000003,3,50.0,200.0,38,200.0,7124.0,450,848.9600000000028,2001.9814720908894,0,2,0,0,1,0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,2.0,2.0,"[4, 1, 1]"
83,4,0,-1.0,-1.0,7972.960000000003,4,50.0,200.0,9,50.0,7192.0,500,780.9600000000028,1952.2314396355544,0,2,0,0,2,0,0.0,0.5,0.0,0.0,0.5,0.0,2.5,2.25,"[4, 1, 1, 4]"
84,5,0,-1.0,-1.0,7972.960000000003,5,50.0,200.0,33,50.0,7221.0,550,751.9600000000028,1963.8961840879554,0,3,0,0,2,0,0.0,0.6,0.0,0.0,0.4,0.0,2.2,2.1599999999999993,"[4, 1, 1, 4, 1]"
85,6,0,-1.0,-1.0,7972.960000000003,6,50.0,200.0,51,50.0,7212.0,600,760.9600000000028,1965.7496028723585,0,3,0,0,3,0,0.0,0.5,0.0,0.0,0.5,0.0,2.5,2.25,"[4, 1, 1, 4, 1, 4]"
86,7,0,-1.0,-1.0,7972.960000000003,7,50.0,200.0,137,50.0,7212.0,650,760.9600000000028,1965.512620505387,0,3,0,0,3,1,0.0,0.42857142857142855,0.0,0.0,0.42857142857142855,0.14285714285714285,2.8571428571428568,2.6938775510204103,"[4, 1, 1, 4, 1, 4, 5]"
87,8,0,-1.0,-1.0,7972.960000000003,8,50.0,200.0,50,50.0,7230.0,700,742.9600000000028,1965.9503784425428,0,3,0,0,4,1,0.0,0.375,0.0,0.0,0.5,0.125,3.0,2.5,"[4, 1, 1, 4, 1, 4, 5, 4]"
88,9,0,-1.0,-1.0,7972.960000000003,-1,50.0,200.0,107,50.0,7125.0,750,847.9600000000028,1917.858869060039,0,3,0,1,4,1,0.0,0.3333333333333333,0.0,0.1111111111111111,0.4444444444444444,0.1111111111111111,3.0,2.2222222222222214,"[4, 1, 1, 4, 1, 4, 5, 4, 3]"
89,2,100,-1.0,-1.0,7972.960000000003,-1,0.0,0.0,0,150.0,7098.0,150,874.9600000000028,2144.9659472890935,0,1,0,0,0,1,0.0,0.5,0.0,0.0,0.0,0.5,3.0,4.0,"[1, 5]"
90,2,100,-1.0,-1.0,7972.960000000003,2,0.0,0.0,0,150.0,7081.0,150,891.9600000000028,2132.2740455802473,1,0,0,0,1,0,0.5,0.0,0.0,0.0,0.5,0.0,2.0,4.0,"[4, 0]"
91,3,0,-1.0,-1.0,7972.960000000003,3,50.0,200.0,38,200.0,7123.0,350,849.9600000000028,1994.691337884302,1,1,0,0,1,0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,1.6666666666666665,2.888888888888889,"[4, 0, 1]"
92,4,0,-1.0,-1.0,7972.960000000003,4,50.0,200.0,33,50.0,7148.0,400,824.9600000000028,2008.906286801563,1,2,0,0,1,0,0.25,0.5,0.0,0.0,0.25,0.0,1.5,2.25,"[4, 0, 1, 1]"
93,5,0,-1.0,-1.0,7972.960000000003,5,50.0,200.0,107,50.0,7307.0,450,665.9600000000028,1939.3459592179693,1,2,0,1,1,0,0.2,0.4,0.0,0.2,0.2,0.0,1.8,2.16,"[4, 0, 1, 1, 3]"
94,6,0,-1.0,-1.0,7972.960000000003,6,50.0,200.0,31,200.0,7301.0,650,671.9600000000028,1804.729092204781,1,3,0,1,1,0,0.16666666666666666,0.5,0.0,0.16666666666666666,0.16666666666666666,0.0,1.6666666666666665,1.8888888888888888,"[4, 0, 1, 1, 3, 1]"
95,7,0,-1.0,-1.0,7972.960000000003,7,50.0,200.0,138,50.0,7301.0,700,671.9600000000028,1804.67490931127,1,3,0,1,1,1,0.14285714285714285,0.42857142857142855,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,2.1428571428571423,2.979591836734696,"[4, 0, 1, 1, 3, 1, 5]"
96,8,0,-1.0,-1.0,7972.960000000003,8,50.0,200.0,142,50.0,7300.0,750,672.9600000000028,1806.082172417409,1,3,0,1,1,2,0.125,0.375,0.0,0.125,0.125,0.25,2.5,3.5,"[4, 0, 1, 1, 3, 1, 5, 5]"
