index,Total Line Failures,Maximum failed line capacity,Load shed from previous step,Difference in Load Shed,Load,Steady State,Capacity of Failed Ones,Capacity of Failed Ones 2,Failed Line Index,Capacity of Failed One,Time of Failure Event,Accumulation of Failed Capacities,Demand-Loadshed Difference,Generation,Region 0 Failures,Region 1 Failures,Region 2 Failures,Region 3 Failures,Region 4 Failures,Region 5 Failures,Region 0 Topological Factor,Region 1 Topological Factor,Region 2 Topological Factor,Region 3 Topological Factor,Region 4 Topological Factor,Region 5 Topological Factor,Mean of T,Variance of T,Region of Failure
10,8,0,-1.0,-1.0,6976.340000000001,8,50.0,200.0,31,200.0,6263.0,800,713.340000000001,1743.0036986447824,1,3,2,2,0,0,0.125,0.375,0.25,0.25,0.0,0.0,1.625,0.984375,"[2, 2, 3, 3, 0, 1, 1, 1]"
11,9,0,-1.0,-1.0,6976.340000000001,9,50.0,200.0,138,50.0,6264.0,850,712.340000000001,1742.9998205559357,1,3,2,2,0,1,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.0,0.1111111111111111,1.9999999999999998,2.000000000000001,"[2, 2, 3, 3, 0, 1, 1, 1, 5]"
12,10,0,-1.0,-1.0,6976.340000000001,10,50.0,200.0,108,50.0,6280.0,900,696.340000000001,1740.466741429736,2,3,2,2,0,1,0.2,0.3,0.2,0.2,0.0,0.1,1.8,2.16,"[2, 2, 3, 3, 0, 1, 1, 1, 5, 0]"
13,11,0,-1.0,-1.0,6976.340000000001,11,50.0,200.0,142,50.0,6281.0,950,695.340000000001,1744.6100065734615,2,3,2,2,0,2,0.18181818181818182,0.2727272727272727,0.18181818181818182,0.18181818181818182,0.0,0.18181818181818182,2.090909090909091,2.809917355371902,"[2, 2, 3, 3, 0, 1, 1, 1, 5, 0, 5]"
14,12,0,-1.0,-1.0,6976.340000000001,12,50.0,200.0,116,100.0,6278.0,1050,698.340000000001,1742.2391757482794,3,3,2,2,0,2,0.25,0.25,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,1.9166666666666665,2.9097222222222214,"[2, 2, 3, 3, 0, 1, 1, 1, 5, 0, 5, 0]"
15,13,0,-1.0,-1.0,6976.340000000001,13,50.0,200.0,105,50.0,6113.0,1100,863.340000000001,1698.1380797490285,3,3,3,2,0,2,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.15384615384615385,0.0,0.15384615384615385,1.923076923076923,2.68639053254438,"[2, 2, 3, 3, 0, 1, 1, 1, 5, 0, 5, 0, 2]"
16,14,0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,137,50.0,6114.0,1150,862.340000000001,1689.8392817814072,3,3,3,2,0,3,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.14285714285714285,0.0,0.21428571428571427,2.142857142857143,3.1224489795918364,"[2, 2, 3, 3, 0, 1, 1, 1, 5, 0, 5, 0, 2, 5]"
17,2,50,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,100.0,6127.0,100,849.340000000001,2061.8364054943504,0,0,1,0,1,0,0.0,0.0,0.5,0.0,0.5,0.0,3.0,1.0,"[4, 2]"
18,3,0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,38,200.0,6150.0,300,826.340000000001,1999.528205630611,0,1,1,0,1,0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,2.333333333333333,1.5555555555555571,"[4, 2, 1]"
19,2,400,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,450.0,6129.0,450,847.340000000001,2083.1423685013433,0,1,0,1,0,0,0.0,0.5,0.0,0.5,0.0,0.0,2.0,1.0,"[3, 1]"
20,3,0,-1.0,-1.0,6976.340000000001,3,50.0,400.0,38,200.0,6164.0,650,812.340000000001,1987.155571780688,0,2,0,1,0,0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,1.6666666666666665,0.8888888888888893,"[3, 1, 1]"
21,4,0,-1.0,-1.0,6976.340000000001,-1,50.0,400.0,33,50.0,6198.0,700,778.340000000001,1971.38714247623,0,3,0,1,0,0,0.0,0.75,0.0,0.25,0.0,0.0,1.5,0.75,"[3, 1, 1, 1]"
22,2,200,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,300.0,6127.0,300,849.340000000001,2049.573406330794,1,0,0,0,0,1,0.5,0.0,0.0,0.0,0.0,0.5,2.5,6.25,"[5, 0]"
23,3,0,-1.0,-1.0,6976.340000000001,3,100.0,200.0,38,200.0,6169.0,500,807.340000000001,1998.432111202943,1,1,0,0,0,1,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,1.9999999999999998,4.666666666666667,"[5, 0, 1]"
24,4,0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,33,50.0,6190.0,550,786.340000000001,1934.3580779157396,1,2,0,0,0,1,0.25,0.5,0.0,0.0,0.0,0.25,1.75,3.6875,"[5, 0, 1, 1]"
25,5,0,-1.0,-1.0,6976.340000000001,5,50.0,200.0,137,50.0,6189.0,600,787.340000000001,1932.3799772837428,1,2,0,0,0,2,0.2,0.4,0.0,0.0,0.0,0.4,2.4,4.640000000000001,"[5, 0, 1, 1, 5]"
26,6,0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,7,50.0,6183.0,650,793.340000000001,1901.831308938661,1,2,0,0,1,2,0.16666666666666666,0.3333333333333333,0.0,0.0,0.16666666666666666,0.3333333333333333,2.6666666666666665,4.222222222222221,"[5, 0, 1, 1, 5, 4]"
27,2,100,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,150.0,6204.0,150,772.340000000001,2051.6892593319,0,0,1,0,0,1,0.0,0.0,0.5,0.0,0.0,0.5,3.5,2.25,"[2, 5]"
28,2,100,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,150.0,6122.0,150,854.340000000001,2059.4158715190965,0,0,1,0,0,1,0.0,0.0,0.5,0.0,0.0,0.5,3.5,2.25,"[5, 2]"
29,3,0,-1.0,-1.0,6976.340000000001,3,50.0,100.0,107,50.0,6134.0,200,842.340000000001,2007.1382477220411,0,0,1,1,0,1,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,3.333333333333333,1.5555555555555554,"[5, 2, 3]"
30,4,0,-1.0,-1.0,6976.340000000001,4,50.0,100.0,137,50.0,6136.0,250,840.340000000001,2005.7050223950962,0,0,1,1,0,2,0.0,0.0,0.25,0.25,0.0,0.5,3.75,1.6875,"[5, 2, 3, 5]"
31,5,0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,38,200.0,6151.0,450,825.340000000001,1976.726093377019,0,1,1,1,0,2,0.0,0.2,0.2,0.2,0.0,0.4,3.2,2.5599999999999987,"[5, 2, 3, 5, 1]"
32,2,400,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,500.0,6126.0,500,850.340000000001,1948.7062935285321,0,1,0,1,0,0,0.0,0.5,0.0,0.5,0.0,0.0,2.0,1.0,"[3, 1]"
33,3,0,-1.0,-1.0,6976.340000000001,3,100.0,400.0,90,100.0,6125.0,600,851.340000000001,1930.4424470995743,0,1,0,2,0,0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,2.3333333333333335,0.8888888888888875,"[3, 1, 3]"
34,4,0,-1.0,-1.0,6976.340000000001,4,100.0,400.0,38,200.0,6142.0,800,834.340000000001,1928.668366146568,0,2,0,2,0,0,0.0,0.5,0.0,0.5,0.0,0.0,2.0,1.0,"[3, 1, 3, 1]"
35,5,0,-1.0,-1.0,6976.340000000001,-1,50.0,400.0,33,50.0,6152.0,850,824.340000000001,1903.283898699314,0,3,0,2,0,0,0.0,0.6,0.0,0.4,0.0,0.0,1.8000000000000003,0.9599999999999991,"[3, 1, 3, 1, 1]"
36,2,50,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,100.0,6128.0,100,848.340000000001,2065.946206615865,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,"[5, 5]"
37,3,0,-1.0,-1.0,6976.340000000001,3,50.0,50.0,137,50.0,6128.0,150,848.340000000001,2064.8316888784234,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,"[5, 5, 5]"
38,4,0,-1.0,-1.0,6976.340000000001,4,50.0,50.0,138,50.0,6128.0,200,848.340000000001,2064.937596195044,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,"[5, 5, 5, 5]"
39,5,0,-1.0,-1.0,6976.340000000001,5,50.0,200.0,38,200.0,6177.0,400,799.340000000001,2002.8062433682305,0,1,0,0,0,4,0.0,0.2,0.0,0.0,0.0,0.8,4.2,2.5599999999999987,"[5, 5, 5, 5, 1]"
40,6,0,-1.0,-1.0,6976.340000000001,6,50.0,200.0,33,50.0,6197.0,450,779.340000000001,1955.3333057959185,0,2,0,0,0,4,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,3.6666666666666665,3.5555555555555536,"[5, 5, 5, 5, 1, 1]"
41,7,0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,41,100.0,6192.0,550,784.340000000001,1973.7208978326307,0,3,0,0,0,4,0.0,0.42857142857142855,0.0,0.0,0.0,0.5714285714285714,3.285714285714285,3.918367346938778,"[5, 5, 5, 5, 1, 1, 1]"
42,2,50,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,100.0,6130.0,100,846.340000000001,2077.9292469418024,1,0,0,0,0,1,0.5,0.0,0.0,0.0,0.0,0.5,2.5,6.25,"[0, 5]"
43,2,50,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,100.0,6128.0,100,848.340000000001,2064.737509075021,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,"[5, 5]"
44,2,200,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,250.0,6128.0,250,848.340000000001,2065.4410576678433,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,"[5, 5]"
45,3,0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,38,200.0,6177.0,450,799.340000000001,2002.8387699656278,0,1,0,0,0,2,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,3.6666666666666665,3.5555555555555536,"[5, 5, 1]"
46,4,0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,142,50.0,6177.0,500,799.340000000001,2002.952636772776,0,1,0,0,0,3,0.0,0.25,0.0,0.0,0.0,0.75,4.0,3.0,"[5, 5, 1, 5]"
47,5,0,-1.0,-1.0,6976.340000000001,5,50.0,200.0,33,50.0,6198.0,550,778.340000000001,1957.3821304291178,0,2,0,0,0,3,0.0,0.4,0.0,0.0,0.0,0.6,3.4,3.8400000000000016,"[5, 5, 1, 5, 1]"
48,6,0,-1.0,-1.0,6976.340000000001,6,50.0,200.0,31,200.0,6238.0,750,738.340000000001,1849.7499660618455,0,3,0,0,0,3,0.0,0.5,0.0,0.0,0.0,0.5,3.0,4.0,"[5, 5, 1, 5, 1, 1]"
49,7,0,-1.0,-1.0,6976.340000000001,7,50.0,200.0,107,50.0,6160.0,800,816.340000000001,1777.2885316418901,0,3,0,1,0,3,0.0,0.42857142857142855,0.0,0.14285714285714285,0.0,0.42857142857142855,3.0,3.428571428571427,"[5, 5, 1, 5, 1, 1, 3]"
50,8,0,-1.0,-1.0,6976.340000000001,8,50.0,200.0,137,50.0,6146.0,850,830.340000000001,1777.793474771738,0,3,0,1,0,4,0.0,0.375,0.0,0.125,0.0,0.5,3.25,3.4375,"[5, 5, 1, 5, 1, 1, 3, 5]"
51,9,0,-1.0,-1.0,6976.340000000001,9,50.0,200.0,144,50.0,6156.0,900,820.340000000001,1777.778940329078,0,3,0,1,0,5,0.0,0.3333333333333333,0.0,0.1111111111111111,0.0,0.5555555555555556,3.444444444444444,3.358024691358027,"[5, 5, 1, 5, 1, 1, 3, 5, 5]"
52,10,0,-1.0,-1.0,6976.340000000001,10,50.0,200.0,138,50.0,6148.0,950,828.340000000001,1782.411192777687,0,3,0,1,0,6,0.0,0.3,0.0,0.1,0.0,0.6,3.6,3.2399999999999984,"[5, 5, 1, 5, 1, 1, 3, 5, 5, 5]"
53,11,0,-1.0,-1.0,6976.340000000001,11,50.0,200.0,119,50.0,6305.0,1000,671.340000000001,1841.1384546402833,1,3,0,1,0,6,0.09090909090909091,0.2727272727272727,0.0,0.09090909090909091,0.0,0.5454545454545454,3.2727272727272725,4.016528925619836,"[5, 5, 1, 5, 1, 1, 3, 5, 5, 5, 0]"
54,12,0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,116,100.0,6304.0,1100,672.340000000001,1841.2925345632905,2,3,0,1,0,6,0.16666666666666666,0.25,0.0,0.08333333333333333,0.0,0.5,3.0,4.5,"[5, 5, 1, 5, 1, 1, 3, 5, 5, 5, 0, 0]"
55,2,400,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,500.0,6149.0,500,827.340000000001,1912.2662523403621,0,0,0,2,0,0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,"[3, 3]"
56,3,0,-1.0,-1.0,6976.340000000001,3,50.0,400.0,9,50.0,6135.0,550,841.340000000001,1903.114765599345,0,0,0,2,1,0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,3.333333333333333,0.2222222222222232,"[3, 3, 4]"
57,4,0,-1.0,-1.0,6976.340000000001,4,50.0,400.0,98,50.0,6140.0,600,836.340000000001,1873.2217797813762,0,0,1,2,1,0,0.0,0.0,0.25,0.5,0.25,0.0,3.0,0.5,"[3, 3, 4, 2]"
58,5,0,-1.0,-1.0,6976.340000000001,5,50.0,400.0,38,200.0,6138.0,800,838.340000000001,1870.5263121250173,0,1,1,2,1,0,0.0,0.2,0.2,0.4,0.2,0.0,2.6000000000000005,1.0399999999999974,"[3, 3, 4, 2, 1]"
59,6,0,-1.0,-1.0,6976.340000000001,6,50.0,400.0,33,50.0,6168.0,850,808.340000000001,1812.525963614706,0,2,1,2,1,0,0.0,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,2.333333333333333,1.2222222222222232,"[3, 3, 4, 2, 1, 1]"
60,7,0,-1.0,-1.0,6976.340000000001,7,50.0,400.0,107,50.0,6128.0,900,848.340000000001,1778.33908515255,0,2,1,3,1,0,0.0,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.0,2.4285714285714284,1.1020408163265305,"[3, 3, 4, 2, 1, 1, 3]"
61,8,0,-1.0,-1.0,6976.340000000001,-1,50.0,400.0,31,200.0,6180.0,1100,796.340000000001,1617.7769416783037,0,3,1,3,1,0,0.0,0.375,0.125,0.375,0.125,0.0,2.25,1.1875,"[3, 3, 4, 2, 1, 1, 3, 1]"
62,2,400,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,800.0,6131.0,800,845.340000000001,1949.932092601071,0,0,0,1,0,1,0.0,0.0,0.0,0.5,0.0,0.5,4.0,1.0,"[5, 3]"
63,3,0,-1.0,-1.0,6976.340000000001,3,200.0,400.0,38,200.0,6131.0,1000,845.340000000001,1946.2335995313476,0,1,0,1,0,1,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,3.0,2.666666666666666,"[5, 3, 1]"
64,4,0,-1.0,-1.0,6976.340000000001,4,50.0,400.0,33,50.0,6139.0,1050,837.340000000001,1879.3126821635765,0,2,0,1,0,1,0.0,0.5,0.0,0.25,0.0,0.25,2.5,2.75,"[5, 3, 1, 1]"
65,5,0,-1.0,-1.0,6976.340000000001,5,50.0,400.0,31,200.0,6177.0,1250,799.340000000001,1775.7205965002584,0,3,0,1,0,1,0.0,0.6,0.0,0.2,0.0,0.2,2.2,2.5599999999999996,"[5, 3, 1, 1, 1]"
66,6,0,-1.0,-1.0,6976.340000000001,6,50.0,400.0,137,50.0,6176.0,1300,800.340000000001,1774.4944142414947,0,3,0,1,0,2,0.0,0.5,0.0,0.16666666666666666,0.0,0.3333333333333333,2.6666666666666665,3.2222222222222214,"[5, 3, 1, 1, 1, 5]"
67,7,0,-1.0,-1.0,6976.340000000001,7,50.0,400.0,138,50.0,6177.0,1350,799.340000000001,1775.4903409393744,0,3,0,1,0,3,0.0,0.42857142857142855,0.0,0.14285714285714285,0.0,0.42857142857142855,3.0,3.428571428571427,"[5, 3, 1, 1, 1, 5, 5]"
68,8,0,-1.0,-1.0,6976.340000000001,8,50.0,400.0,142,50.0,6178.0,1400,798.340000000001,1778.0477543190761,0,3,0,1,0,4,0.0,0.375,0.0,0.125,0.0,0.5,3.25,3.4375,"[5, 3, 1, 1, 1, 5, 5, 5]"
69,9,0,-1.0,-1.0,6976.340000000001,9,50.0,400.0,7,50.0,6185.0,1450,791.340000000001,1747.4586251693058,0,3,0,1,1,4,0.0,0.3333333333333333,0.0,0.1111111111111111,0.1111111111111111,0.4444444444444444,3.3333333333333335,3.111111111111109,"[5, 3, 1, 1, 1, 5, 5, 5, 4]"
70,10,0,-1.0,-1.0,6976.340000000001,-1,50.0,400.0,139,100.0,6182.0,1550,794.340000000001,1741.9287052340374,0,3,0,1,1,5,0.0,0.3,0.0,0.1,0.1,0.5,3.5,3.0500000000000007,"[5, 3, 1, 1, 1, 5, 5, 5, 4, 5]"
71,2,100,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,150.0,6222.0,150,754.340000000001,2061.62395749768,0,0,2,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,"[2, 2]"
72,3,0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,38,200.0,6244.0,350,732.340000000001,2006.9533571095049,0,1,2,0,0,0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,1.6666666666666665,0.22222222222222276,"[2, 2, 1]"
73,4,0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,33,50.0,6228.0,400,748.340000000001,1967.4858737766356,0,2,2,0,0,0,0.0,0.5,0.5,0.0,0.0,0.0,1.5,0.25,"[2, 2, 1, 1]"
74,5,0,-1.0,-1.0,6976.340000000001,5,50.0,200.0,107,50.0,6187.0,450,789.340000000001,1869.8480028814724,0,2,2,1,0,0,0.0,0.4,0.4,0.2,0.0,0.0,1.8000000000000003,0.5599999999999987,"[2, 2, 1, 1, 3]"
75,6,0,-1.0,-1.0,6976.340000000001,6,50.0,200.0,31,200.0,6181.0,650,795.340000000001,1749.6360170797068,0,3,2,1,0,0,0.0,0.5,0.3333333333333333,0.16666666666666666,0.0,0.0,1.6666666666666665,0.5555555555555558,"[2, 2, 1, 1, 3, 1]"
76,7,0,-1.0,-1.0,6976.340000000001,7,50.0,200.0,181,50.0,6181.0,700,795.340000000001,1749.6360119122412,0,4,2,1,0,0,0.0,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.0,0.0,1.5714285714285714,0.5306122448979593,"[2, 2, 1, 1, 3, 1, 1]"
77,8,0,-1.0,-1.0,6976.340000000001,8,50.0,200.0,138,50.0,6180.0,750,796.340000000001,1749.7004367934455,0,4,2,1,0,1,0.0,0.5,0.25,0.125,0.0,0.125,2.0,1.75,"[2, 2, 1, 1, 3, 1, 1, 5]"
78,9,0,-1.0,-1.0,6976.340000000001,9,50.0,200.0,142,50.0,6181.0,800,795.340000000001,1754.8773722535082,0,4,2,1,0,2,0.0,0.4444444444444444,0.2222222222222222,0.1111111111111111,0.0,0.2222222222222222,2.333333333333333,2.4444444444444455,"[2, 2, 1, 1, 3, 1, 1, 5, 5]"
79,10,0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,137,50.0,6181.0,850,795.340000000001,1752.9834641109621,0,4,2,1,0,3,0.0,0.4,0.2,0.1,0.0,0.3,2.6,2.839999999999999,"[2, 2, 1, 1, 3, 1, 1, 5, 5, 5]"
80,2,100,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,200.0,6154.0,200,822.340000000001,2028.7143254832972,0,0,0,1,0,1,0.0,0.0,0.0,0.5,0.0,0.5,4.0,1.0,"[5, 3]"
81,2,200,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,250.0,6159.0,250,817.340000000001,2059.660298854531,0,1,0,0,1,0,0.0,0.5,0.0,0.0,0.5,0.0,2.5,2.25,"[4, 1]"
82,3,0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,38,200.0,6195.0,450,781.340000000001,1988.261667822911,0,2,0,0,1,0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,2.0,2.0,"[4, 1, 1]"
83,4,0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,107,50.0,6199.0,500,777.340000000001,1960.9977978050772,0,2,0,1,1,0,0.0,0.5,0.0,0.25,0.25,0.0,2.25,1.6875,"[4, 1, 1, 3]"
84,5,0,-1.0,-1.0,6976.340000000001,5,50.0,200.0,33,50.0,6175.0,550,801.340000000001,1894.2495673008139,0,3,0,1,1,0,0.0,0.6,0.0,0.2,0.2,0.0,2.0,1.5999999999999996,"[4, 1, 1, 3, 1]"
85,6,0,-1.0,-1.0,6976.340000000001,6,50.0,200.0,31,200.0,6193.0,750,783.340000000001,1772.7598887495105,0,4,0,1,1,0,0.0,0.6666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,1.833333333333333,1.4722222222222232,"[4, 1, 1, 3, 1, 1]"
86,7,0,-1.0,-1.0,6976.340000000001,7,50.0,200.0,138,50.0,6188.0,800,788.340000000001,1772.8928100182036,0,4,0,1,1,1,0.0,0.5714285714285714,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,2.2857142857142856,2.4897959183673466,"[4, 1, 1, 3, 1, 1, 5]"
87,8,0,-1.0,-1.0,6976.340000000001,8,50.0,200.0,108,50.0,6292.0,850,684.340000000001,1744.835136478181,1,4,0,1,1,1,0.125,0.5,0.0,0.125,0.125,0.125,2.0,2.75,"[4, 1, 1, 3, 1, 1, 5, 0]"
88,9,0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,42,50.0,6300.0,900,676.340000000001,1712.5080942636414,1,5,0,1,1,1,0.1111111111111111,0.5555555555555556,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,1.8888888888888888,2.5432098765432096,"[4, 1, 1, 3, 1, 1, 5, 0, 1]"
89,2,100,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,150.0,6134.0,150,842.340000000001,2067.9931404953104,0,1,0,0,0,1,0.0,0.5,0.0,0.0,0.0,0.5,3.0,4.0,"[1, 5]"
90,2,100,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,150.0,6127.0,150,849.340000000001,2051.4454280746954,1,0,0,0,1,0,0.5,0.0,0.0,0.0,0.5,0.0,2.0,4.0,"[4, 0]"
91,3,0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,38,200.0,6159.0,350,817.340000000001,1983.3004673319983,1,1,0,0,1,0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,1.6666666666666665,2.888888888888889,"[4, 0, 1]"
92,4,0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,107,50.0,6134.0,400,842.340000000001,1950.8455651765212,1,1,0,1,1,0,0.25,0.25,0.0,0.25,0.25,0.0,2.0,2.5,"[4, 0, 1, 3]"
93,5,0,-1.0,-1.0,6976.340000000001,5,50.0,200.0,33,50.0,6136.0,450,840.340000000001,1884.7595915263046,1,2,0,1,1,0,0.2,0.4,0.0,0.2,0.2,0.0,1.8,2.16,"[4, 0, 1, 3, 1]"
94,6,0,-1.0,-1.0,6976.340000000001,6,50.0,200.0,31,200.0,6170.0,650,806.340000000001,1764.593833807219,1,3,0,1,1,0,0.16666666666666666,0.5,0.0,0.16666666666666666,0.16666666666666666,0.0,1.6666666666666665,1.8888888888888888,"[4, 0, 1, 3, 1, 1]"
95,7,0,-1.0,-1.0,6976.340000000001,7,50.0,200.0,138,50.0,6163.0,700,813.340000000001,1764.765406717531,1,3,0,1,1,1,0.14285714285714285,0.42857142857142855,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,2.1428571428571423,2.979591836734696,"[4, 0, 1, 3, 1, 1, 5]"
96,8,0,-1.0,-1.0,6976.340000000001,8,50.0,200.0,142,50.0,6173.0,750,803.340000000001,1767.098003952483,1,3,0,1,1,2,0.125,0.375,0.0,0.125,0.125,0.25,2.5,3.5,"[4, 0, 1, 3, 1, 1, 5, 5]"
